Segmental outgrowth-lipomatosis-arteriovenous malformation-epidermal nevus syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
489	GO:BP	GO:0051253	negative regulation of RNA metabolic process	0.0116950757063839	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]"	1371	100	18	15719	0.18	0.0131291028446389	query_1	['GO:0010605', 'GO:0016070', 'GO:0045934', 'GO:0051252']	['RBBP8', 'MDM2', 'XRCC6', 'PCNA', 'PARP1', 'DAXX', 'AXIN1', 'XRCC5', 'APEX1', 'AXIN2', 'BRCA1', 'CDK2', 'USP2', 'BARD1', 'MDM4', 'TRIM27', 'TP53', 'RNF8']
490	GO:BP	GO:0060070	canonical Wnt signaling pathway	0.0119460940572468	True	"""The series of molecular signals initiated by binding of a Wnt protein to a frizzled family receptor on the surface of the target cell, followed by propagation of the signal via beta-catenin, and ending with a change in transcription of target genes. In this pathway, the activated receptor signals via downstream effectors that result in the inhibition of beta-catenin phosphorylation, thereby preventing degradation of beta-catenin. Stabilized beta-catenin can then accumulate and travel to the nucleus to trigger changes in transcription of target genes."" [GOC:bf, GOC:dph, PMID:11532397, PMID:19619488]"	288	100	7	15719	0.07	0.0243055555555555	query_1	['GO:0016055']	['USP34', 'RNF146', 'PTEN', 'TNKS2', 'AXIN1', 'AXIN2', 'TNKS']
491	GO:BP	GO:1901216	positive regulation of neuron death	0.012281367772424	True	"""Any process that activates or increases the frequency, rate or extent of neuron death."" [GOC:rph, GOC:TermGenie]"	89	100	4	15719	0.04	0.0449438202247191	query_1	['GO:0010942', 'GO:0070997', 'GO:1901214']	['PARP1', 'DAXX', 'ATM', 'TP53']
492	GO:BP	GO:0034088	maintenance of mitotic sister chromatid cohesion	0.0124637270119365	True	"""The process in which the association between sister chromatids of a replicated chromosome is maintained as chromosomes condense, attach to the spindle in a bipolar orientation, and congress to the metaphase plate during a mitotic cell cycle."" [GOC:mah]"	12	100	2	15719	0.02	0.1666666666666666	query_1	['GO:0007064', 'GO:0034086']	['ATRX', 'TNKS']
493	GO:BP	GO:0034086	maintenance of sister chromatid cohesion	0.0124637270119365	True	"""The process in which the association between sister chromatids of a replicated chromosome is maintained as chromosomes condense, attach to the spindle in a bipolar orientation, and congress to the metaphase plate."" [GOC:mah, PMID:14623866]"	12	100	2	15719	0.02	0.1666666666666666	query_1	['GO:0007062', 'GO:0022402']	['ATRX', 'TNKS']
85	GO:CC	GO:0000785	chromatin	0.0126322966367431	True	"""The ordered and organized complex of DNA, protein, and sometimes RNA, that forms the chromosome."" [GOC:elh, PMID:20404130]"	1279	100	16	16420	0.16	0.0125097732603596	query_1	['GO:0005694', 'GO:0110165']	['ATRX', 'FANCI', 'H2AX', 'RPA2', 'POLE4', 'POLA1', 'PCNA', 'PARP1', 'APTX', 'FANCD2', 'POLE3', 'RAD51', 'TMPO', 'XRCC1', 'TP53', 'MSH6']
494	GO:BP	GO:0050794	regulation of cellular process	0.0127237568817605	True	"""Any process that modulates the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:go_curators]"	9803	100	76	15719	0.76	0.0077527287565031	query_1	['GO:0009987', 'GO:0050789']	['USP34', 'RBBP8', 'HUS1', 'ACD', 'RPA4', 'BRIP1', 'RAD9B', 'NBN', 'MDM2', 'MSH2', 'RNF146', 'ATRX', 'TP53BP1', 'RAD50', 'TERF2', 'RAD52', 'PTEN', 'LIG3', 'XRCC6', 'HLTF', 'TERF2IP', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'POLD4', 'H2AX', 'RPA2', 'MSH3', 'MDC1', 'TERF1', 'TINF2', 'BRCA2', 'RAD1', 'OTUD3', 'PCNA', 'RPA3', 'TNKS2', 'POT1', 'PARP1', 'DAXX', 'AXIN1', 'XRCC5', 'ERCC1', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'USP7', 'APEX1', 'PRIM2', 'HUS1B', 'AXIN2', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC1', 'USP2', 'BARD1', 'POLB', 'WRN', 'PREX2', 'MDM4', 'RMI2', 'TNKS', 'TRIM27', 'TP53', 'PNKP', 'NEIL1', 'RNF8', 'MSH6']
495	GO:BP	GO:0007420	brain development	0.0130257617035066	True	"""The process whose specific outcome is the progression of the brain over time, from its formation to the mature structure. Brain development begins with patterning events in the neural tube and ends with the mature structure that is the center of thought and emotion. The brain is responsible for the coordination and control of bodily activities and the interpretation of information from the senses (sight, hearing, smell, etc.)."" [GOC:dph, GOC:jid, GOC:tb, UBERON:0000955]"	744	100	12	15719	0.12	0.0161290322580645	query_1	['GO:0007417', 'GO:0048513', 'GO:0060322']	['ATRX', 'PTEN', 'H2AX', 'BRCA2', 'RAD1', 'XRCC5', 'FANCD2', 'ATM', 'PRKDC', 'XRCC1', 'WRN', 'TP53']
496	GO:BP	GO:0048511	rhythmic process	0.0132408922889598	True	"""Any process pertinent to the generation and maintenance of rhythms in the physiology of an organism."" [GOC:jid]"	294	100	7	15719	0.07	0.0238095238095238	query_1	['GO:0008150']	['PTEN', 'PCNA', 'PARP1', 'USP7', 'PRKDC', 'USP2', 'TP53']
86	GO:CC	GO:0055029	nuclear DNA-directed RNA polymerase complex	0.0133333458156234	True	"""A protein complex, located in the nucleus, that possesses DNA-directed RNA polymerase activity."" [GOC:mtg_sensu]"	111	100	4	16420	0.04	0.036036036036036	query_1	['GO:0000428', 'GO:0140513']	['POLA1', 'PRIM1', 'PRIM2', 'POLA2']
497	GO:BP	GO:0031952	regulation of protein autophosphorylation	0.0133459782519956	True	"""Any process that modulates the frequency, rate or extent of addition of the phosphorylation by a protein of one or more of its own residues."" [GOC:mah]"	44	100	3	15719	0.03	0.0681818181818181	query_1	['GO:0001932', 'GO:0046777']	['NBN', 'RAD50', 'MRE11']
498	GO:BP	GO:0030183	B cell differentiation	0.0138708856531143	True	"""The process in which a precursor cell type acquires the specialized features of a B cell. A B cell is a lymphocyte of B lineage with the phenotype CD19-positive and capable of B cell mediated immunity."" [GO_REF:0000022, GOC:mah]"	152	100	5	15719	0.05	0.0328947368421052	query_1	['GO:0030098', 'GO:0042113']	['MSH2', 'NHEJ1', 'ATM', 'PRKDC', 'TP53']
159	REAC	REAC:R-HSA-9675126	Diseases of mitotic cell cycle	0.0141466230431508	True	Diseases of mitotic cell cycle	38	97	3	10022	0.0309278350515463	0.0789473684210526	query_1	['REAC:R-HSA-1643685']	['ATRX', 'DAXX', 'CDK2']
161	REAC	REAC:R-HSA-6803207	TP53 Regulates Transcription of Caspase Activators and Caspases	0.0141466230431508	True	TP53 Regulates Transcription of Caspase Activators and Caspases	12	97	2	10022	0.0206185567010309	0.1666666666666666	query_1	['REAC:R-HSA-5633008']	['ATM', 'TP53']
160	REAC	REAC:R-HSA-5689896	Ovarian tumor domain proteases	0.0141466230431508	True	Ovarian tumor domain proteases	38	97	3	10022	0.0309278350515463	0.0789473684210526	query_1	['REAC:R-HSA-5688426']	['PTEN', 'OTUD3', 'TP53']
499	GO:BP	GO:2000772	regulation of cellular senescence	0.0141768602917162	True	"""Any process that modulates the frequency, rate or extent of cellular senescence."" [GOC:BHF]"	45	100	3	15719	0.03	0.0666666666666666	query_1	['GO:0031323', 'GO:0090398']	['TERF2', 'PTEN', 'TP53']
502	GO:BP	GO:0071236	cellular response to antibiotic	0.0143778710751376	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an antibiotic stimulus. An antibiotic is a chemical substance produced by a microorganism which has the capacity to inhibit the growth of or to kill other microorganisms."" [GOC:mah]"	13	100	2	15719	0.02	0.1538461538461538	query_1	['GO:0046677', 'GO:0070887']	['MDM2', 'TP53']
501	GO:BP	GO:0002327	immature B cell differentiation	0.0143778710751376	True	"""The process in which a precursor cell type acquires the specialized features of an immature B cell."" [GOC:jal, ISBN:0781735149, PMID:16551251]"	13	100	2	15719	0.02	0.1538461538461538	query_1	['GO:0030183']	['ATM', 'PRKDC']
500	GO:BP	GO:2000105	positive regulation of DNA-templated DNA replication	0.0143778710751376	True	"""Any process that activates or increases the frequency, rate or extent of DNA-templated DNA replication."" [GOC:mah]"	13	100	2	15719	0.02	0.1538461538461538	query_1	['GO:0006261', 'GO:0045740', 'GO:0090329']	['ATRX', 'CDK2']
503	GO:BP	GO:0007276	gamete generation	0.0143778710751376	True	"""The generation and maintenance of gametes in a multicellular organism. A gamete is a haploid reproductive cell."" [GOC:ems, GOC:mtg_sensu]"	754	100	12	15719	0.12	0.0159151193633952	query_1	['GO:0019953', 'GO:0048609']	['BRIP1', 'MSH2', 'ATRX', 'MLH1', 'H2AX', 'BRCA2', 'ERCC1', 'FANCD2', 'ATM', 'TRIM27', 'RNF8', 'MSH6']
504	GO:BP	GO:1903050	regulation of proteolysis involved in protein catabolic process	0.0144229328987805	True	"""Any process that modulates the frequency, rate or extent of proteolysis involved in cellular catabolic process."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:18307834]"	223	100	6	15719	0.06	0.0269058295964125	query_1	['GO:0030162', 'GO:0051603']	['MDM2', 'PTEN', 'AXIN1', 'USP7', 'AXIN2', 'CDK2']
505	GO:BP	GO:0010629	negative regulation of gene expression	0.0145069453482556	True	"""Any process that decreases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."" [GOC:txnOH-2018]"	962	100	14	15719	0.14	0.0145530145530145	query_1	['GO:0010467', 'GO:0010468', 'GO:0010605']	['BRIP1', 'ATRX', 'TERF2', 'MLH1', 'DAXX', 'AXIN1', 'ATM', 'POLE3', 'APEX1', 'AXIN2', 'CDK2', 'TRIM27', 'TP53', 'NEIL1']
506	GO:BP	GO:0008406	gonad development	0.0146868389012817	True	"""The process whose specific outcome is the progression of the gonad over time, from its formation to the mature structure. The gonad is an animal organ that produces gametes; in some species it also produces hormones."" [GOC:ems, ISBN:0198506732]"	224	100	6	15719	0.06	0.0267857142857142	query_1	['GO:0045137', 'GO:0048513', 'GO:0048608']	['BRIP1', 'MSH2', 'ATRX', 'BRCA2', 'ERCC1', 'ATM']
507	GO:BP	GO:0016578	histone deubiquitination	0.0148587874047728	True	"""The modification of histones by removal of ubiquitin groups."" [GOC:ai]"	46	100	3	15719	0.03	0.0652173913043478	query_1	['GO:0016570', 'GO:0016579']	['USP7', 'BRCA1', 'BARD1']
87	GO:CC	GO:0000428	DNA-directed RNA polymerase complex	0.0149383715438241	True	"""A protein complex that possesses DNA-directed RNA polymerase activity."" [GOC:krc]"	115	100	4	16420	0.04	0.0347826086956521	query_1	['GO:0030880']	['POLA1', 'PRIM1', 'PRIM2', 'POLA2']
508	GO:BP	GO:0010467	gene expression	0.0150242192085659	True	"""The process in which a gene's sequence is converted into a mature gene product (protein or RNA). This includes the production of an RNA transcript and its processing, translation and maturation for protein-coding genes."" [GOC:txnOH-2018, PMID:25934543, PMID:31580950]"	5541	100	49	15719	0.49	0.0088431691030499	query_1	['GO:0043170']	['RBBP8', 'BRIP1', 'NBN', 'MDM2', 'MSH2', 'ATRX', 'TP53BP1', 'TERF2', 'PTEN', 'XRCC6', 'HLTF', 'TERF2IP', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'MSH3', 'BRCA2', 'POLA1', 'PCNA', 'PMS2', 'PARP1', 'DAXX', 'AXIN1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'USP7', 'APEX1', 'EXO1', 'AXIN2', 'BRCA1', 'CDK2', 'PRKDC', 'USP2', 'BARD1', 'POLB', 'MDM4', 'TNKS', 'TRIM27', 'TP53', 'NEIL1', 'RNF8', 'MSH6']
509	GO:BP	GO:0018105	peptidyl-serine phosphorylation	0.0152494365133114	True	"""The phosphorylation of peptidyl-serine to form peptidyl-O-phospho-L-serine."" [RESID:AA0037]"	303	100	7	15719	0.07	0.0231023102310231	query_1	['GO:0006468', 'GO:0018209']	['PTEN', 'TERF2IP', 'AXIN1', 'ATM', 'CDK2', 'PRKDC', 'TNKS']
510	GO:BP	GO:0044092	negative regulation of molecular function	0.0156233102827501	True	"""Any process that stops or reduces the rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."" [GO:jl]"	971	100	14	15719	0.14	0.0144181256436663	query_1	['GO:0065009']	['TERF2', 'PTEN', 'PAXIP1', 'TERF1', 'TINF2', 'POT1', 'ERCC4', 'USP7', 'XRCC1', 'TNKS', 'TRIM27', 'TP53', 'PNKP', 'NEIL1']
511	GO:BP	GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	0.0156758283808096	True	"""The series of molecular signals in which an intracellular signal is conveyed to trigger the apoptotic death of a cell. The pathway is induced by the cell cycle regulator phosphoprotein p53, or an equivalent protein, in response to the detection of DNA damage, and ends when the execution phase of apoptosis is triggered."" [GOC:go_curators, GOC:mtg_apoptosis]"	47	100	3	15719	0.03	0.0638297872340425	query_1	['GO:0008630', 'GO:0072332']	['MSH2', 'BRCA2', 'TP53']
512	GO:BP	GO:1902680	positive regulation of RNA biosynthetic process	0.0157407921508397	True	"""Any process that activates or increases the frequency, rate or extent of RNA biosynthetic process."" [GO:jl, GO_REF:0000058, GOC:TermGenie]"	1648	100	20	15719	0.2	0.012135922330097	query_1	['GO:0010557', 'GO:0031328', 'GO:0032774', 'GO:0051254', 'GO:2001141']	['ATRX', 'TP53BP1', 'XRCC6', 'HLTF', 'PAXIP1', 'BRCA2', 'PARP1', 'DAXX', 'AXIN1', 'ERCC1', 'BLM', 'ATM', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'TNKS', 'TRIM27', 'TP53']
89	GO:CC	GO:0005715	late recombination nodule	0.0159380102106919	True	"""An electron dense structure that is associated with meiotic chromosomes in pachytene during meiosis I."" [GOC:elh]"	1	100	1	16420	0.01	1.0	query_1	['GO:0005713']	['MLH1']
90	GO:CC	GO:0033593	BRCA2-MAGE-D1 complex	0.0159380102106919	True	"""A heterodimeric protein complex formed of BRCA2 and MAGE-D1; may mediate the synergistic activities of the two proteins in regulating cell growth."" [PMID:15930293]"	1	100	1	16420	0.01	1.0	query_1	['GO:0140535']	['BRCA2']
91	GO:CC	GO:0030880	RNA polymerase complex	0.0159380102106919	True	"""Any complex that possesses RNA polymerase activity; generally comprises a catalytic subunit and one or more additional subunits."" [GOC:mah]"	118	100	4	16420	0.04	0.0338983050847457	query_1	['GO:0061695', 'GO:0140535']	['POLA1', 'PRIM1', 'PRIM2', 'POLA2']
92	GO:CC	GO:0043626	PCNA complex	0.0159380102106919	True	"""A protein complex composed of three identical PCNA monomers, each comprising two similar domains, which are joined in a head-to-tail arrangement to form a homotrimer. Forms a ring-like structure in solution, with a central hole sufficiently large to accommodate the double helix of DNA. Originally characterized as a DNA sliding clamp for replicative DNA polymerases and as an essential component of the replisome, and has also been shown to be involved in other processes including Okazaki fragment processing, DNA repair, translesion DNA synthesis, DNA methylation, chromatin remodeling and cell cycle regulation."" [GOC:jl, PMID:12829735]"	1	100	1	16420	0.01	1.0	query_1	['GO:0044796', 'GO:0140513']	['PCNA']
88	GO:CC	GO:0044796	DNA polymerase processivity factor complex	0.0159380102106919	True	"""A protein complex which is capable of increasing the processivity of nucleotide polymerization by DNA polymerase as a part of DNA replication."" [GOC:bhm, GOC:jl]"	1	100	1	16420	0.01	1.0	query_1	['GO:0150005']	['PCNA']
93	GO:CC	GO:0070421	DNA ligase III-XRCC1 complex	0.0159380102106919	True	"""A protein complex that contains DNA ligase III and XRCC1, and is involved in base excision repair."" [PMID:15141024, PMID:7760816]"	1	100	1	16420	0.01	1.0	query_1	['GO:0140513', 'GO:1902494']	['LIG3']
513	GO:BP	GO:0050871	positive regulation of B cell activation	0.0160501387486598	True	"""Any process that activates or increases the frequency, rate or extent of B cell activation."" [GOC:ai]"	97	100	4	15719	0.04	0.0412371134020618	query_1	['GO:0042113', 'GO:0050864', 'GO:0051251']	['MSH2', 'TP53BP1', 'PAXIP1', 'MLH1']
514	GO:BP	GO:2001141	regulation of RNA biosynthetic process	0.0160574516871937	True	"""Any process that modulates the frequency, rate or extent of RNA biosynthetic process."" [GOC:dph]"	3166	100	32	15719	0.32	0.0101073910296904	query_1	['GO:0010556', 'GO:0031326', 'GO:0032774', 'GO:0051252']	['RBBP8', 'BRIP1', 'MDM2', 'ATRX', 'TP53BP1', 'PTEN', 'XRCC6', 'HLTF', 'TERF2IP', 'PAXIP1', 'BRCA2', 'PCNA', 'PARP1', 'DAXX', 'AXIN1', 'XRCC5', 'ERCC1', 'FANCD2', 'BLM', 'ATM', 'USP7', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'USP2', 'MDM4', 'TNKS', 'TRIM27', 'TP53', 'RNF8']
515	GO:BP	GO:0045137	development of primary sexual characteristics	0.0160863923249199	True	"""The process whose specific outcome is the progression of the primary sexual characteristics over time, from their formation to the mature structures. The primary sexual characteristics are the testes in males and the ovaries in females and they develop in response to sex hormone secretion."" [GOC:ai]"	229	100	6	15719	0.06	0.0262008733624454	query_1	['GO:0003006', 'GO:0007275', 'GO:0007548']	['BRIP1', 'MSH2', 'ATRX', 'BRCA2', 'ERCC1', 'ATM']
516	GO:BP	GO:2001034	positive regulation of double-strand break repair via nonhomologous end joining	0.0162533391604225	True	"""Any process that activates or increases the frequency, rate or extent of double-strand break repair via nonhomologous end joining."" [GOC:obol]"	14	100	2	15719	0.02	0.1428571428571428	query_1	['GO:0006303', 'GO:2000781', 'GO:2001032']	['PRKDC', 'PNKP']
517	GO:BP	GO:0051254	positive regulation of RNA metabolic process	0.0162533391604225	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]"	1773	100	21	15719	0.21	0.0118443316412859	query_1	['GO:0010604', 'GO:0016070', 'GO:0045935', 'GO:0051252']	['ATRX', 'TP53BP1', 'XRCC6', 'HLTF', 'PAXIP1', 'MLH1', 'BRCA2', 'PARP1', 'DAXX', 'AXIN1', 'ERCC1', 'BLM', 'ATM', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'TNKS', 'TRIM27', 'TP53']
162	REAC	REAC:R-HSA-2564830	Cytosolic iron-sulfur cluster assembly	0.0163493450428931	True	Cytosolic iron-sulfur cluster assembly	13	97	2	10022	0.0206185567010309	0.1538461538461538	query_1	['REAC:R-HSA-1430728']	['BRIP1', 'POLD1']
163	REAC	REAC:R-HSA-8852135	Protein ubiquitination	0.0164026371586028	True	Protein ubiquitination	78	97	4	10022	0.0412371134020618	0.0512820512820512	query_1	['REAC:R-HSA-597592']	['HLTF', 'PCNA', 'USP7', 'PRKDC']
518	GO:BP	GO:0048477	oogenesis	0.0164921668806444	True	"""The complete process of formation and maturation of an ovum or female gamete from a primordial female germ cell. Examples of this process are found in Mus musculus and Drosophila melanogaster."" [GOC:kmv, GOC:mtg_sensu, GOC:pr]"	98	100	4	15719	0.04	0.0408163265306122	query_1	['GO:0007281', 'GO:0007292']	['MLH1', 'BRCA2', 'ERCC1', 'ATM']
